Order ID,Order Date,Month,City,Region,Category,Product,Quantity,Unit Price,Discount %,Sales,Profit,Payment Mode,Customer Segment
ORD-0197,2025-07-17,Jul-2025,Bengaluru,South,Office Supplies,Notebook Pack,4,255.0,0.15,867.0,190.74,Credit Card,Corporate
ORD-0198,2025-02-11,Feb-2025,Bhopal,Central,Furniture,Bookshelf,1,3415.0,0.2,2732.0,409.8,Cash,Consumer
ORD-0199,2025-11-01,Nov-2025,Pune,West,Office Supplies,Notebook Pack,3,255.0,0,765.0,168.3,Credit Card,Home Office
ORD-0200,2025-12-26,Dec-2025,Kolkata,East,Electronics,Wireless Mouse,3,789.0,0,2367.0,426.06,Debit Card,Corporate
ORD-0201,2025-04-03,Apr-2025,Hyderabad,South,Office Supplies,Desk Organizer,7,697.0,0,4879.0,1073.38,Credit Card,Consumer
ORD-0202,2025-02-09,Feb-2025,Bengaluru,South,Accessories,Laptop Sleeve,5,700.0,0.05,3325.0,831.25,Net Banking,Consumer
ORD-0203,2025-12-05,Dec-2025,Chennai,South,Accessories,Desk Lamp,4,846.0,0,3384.0,846.0,Credit Card,Consumer
ORD-0204,2025-12-21,Dec-2025,Bhopal,Central,Accessories,Water Bottle,6,361.0,0,2166.0,541.5,Debit Card,Home Office
ORD-0205,2025-05-02,May-2025,Jaipur,North,Furniture,Study Table,2,7277.0,0.05,13826.3,2073.94,Net Banking,Consumer
ORD-0206,2025-06-08,Jun-2025,Jaipur,North,Accessories,Desk Lamp,5,880.0,0.15,3740.0,935.0,Cash,Corporate
ORD-0207,2025-05-25,May-2025,Delhi,North,Furniture,Office Chair,3,5372.0,0.1,14504.4,2175.66,Net Banking,Consumer
ORD-0208,2025-05-09,May-2025,Nagpur,West,Furniture,Bookshelf,3,3427.0,0.15,8738.85,1310.83,Net Banking,Consumer
ORD-0209,2025-05-26,May-2025,Pune,West,Accessories,Water Bottle,1,346.0,0.05,328.7,82.17,Cash,Consumer
ORD-0210,2025-04-24,Apr-2025,Jaipur,North,Accessories,Desk Lamp,2,831.0,0,1662.0,415.5,Net Banking,Corporate
ORD-0211,2025-05-01,May-2025,Delhi,North,Electronics,Wireless Mouse,2,739.0,0.15,1256.3,226.13,Debit Card,Consumer
ORD-0212,2025-03-12,Mar-2025,Nagpur,West,Office Supplies,Notebook Pack,6,248.0,0.1,1339.2,294.62,Cash,Corporate
ORD-0213,2025-11-12,Nov-2025,Nagpur,West,Accessories,Desk Lamp,1,864.0,0.1,777.6,194.4,Net Banking,Home Office
ORD-0214,2025-11-08,Nov-2025,Kolkata,East,Office Supplies,Ball Pen Set,1,192.0,0,192.0,42.24,UPI,Consumer
ORD-0215,2025-08-03,Aug-2025,Bhopal,Central,Office Supplies,Printer Paper,1,420.0,0.05,399.0,87.78,Net Banking,Consumer
ORD-0216,2025-11-20,Nov-2025,Kolkata,East,Furniture,Study Table,2,6600.0,0.05,12540.0,1881.0,Net Banking,Corporate
ORD-0217,2025-05-04,May-2025,Bhopal,Central,Office Supplies,Ball Pen Set,1,204.0,0.05,193.8,42.64,Debit Card,Consumer
ORD-0218,2025-09-27,Sep-2025,Kolkata,East,Furniture,Office Chair,5,5005.0,0,25025.0,3753.75,Cash,Consumer
ORD-0219,2025-11-22,Nov-2025,Delhi,North,Office Supplies,Desk Organizer,2,645.0,0.1,1161.0,255.42,Debit Card,Consumer
ORD-0220,2025-12-03,Dec-2025,Pune,West,Accessories,Water Bottle,3,363.0,0,1089.0,272.25,Debit Card,Home Office
ORD-0221,2025-06-23,Jun-2025,Mumbai,West,Accessories,Laptop Sleeve,4,695.0,0.1,2502.0,625.5,Credit Card,Consumer
ORD-0222,2025-02-02,Feb-2025,Jaipur,North,Electronics,Laptop Stand,2,1204.0,0,2408.0,433.44,UPI,Corporate
ORD-0223,2025-06-08,Jun-2025,Kolkata,East,Office Supplies,Ball Pen Set,8,200.0,0,1600.0,352.0,Credit Card,Corporate
ORD-0224,2025-07-02,Jul-2025,Nagpur,West,Accessories,Laptop Sleeve,4,674.0,0.1,2426.4,606.6,Cash,Corporate
ORD-0225,2025-08-14,Aug-2025,Delhi,North,Office Supplies,Desk Organizer,8,699.0,0.05,5312.4,1168.73,Net Banking,Corporate
ORD-0226,2025-02-12,Feb-2025,Delhi,North,Electronics,Wireless Mouse,2,862.0,0,1724.0,310.32,Debit Card,Corporate
ORD-0227,2025-02-22,Feb-2025,Pune,West,Office Supplies,Desk Organizer,4,677.0,0.05,2572.6,565.97,Cash,Consumer
ORD-0228,2025-12-20,Dec-2025,Jaipur,North,Office Supplies,Desk Organizer,2,724.0,0.15,1230.8,270.78,Net Banking,Corporate
ORD-0229,2025-05-21,May-2025,Nagpur,West,Electronics,Wireless Mouse,4,787.0,0.05,2990.6,538.31,Credit Card,Consumer
ORD-0230,2025-03-15,Mar-2025,Bhopal,Central,Furniture,Bookshelf,5,3239.0,0,16195.0,2429.25,Debit Card,Corporate
ORD-0231,2025-07-16,Jul-2025,Bhopal,Central,Electronics,Laptop Stand,3,1336.0,0.15,3406.8,613.22,Debit Card,Corporate
ORD-0232,2025-02-09,Feb-2025,Bhopal,Central,Electronics,Bluetooth Speaker,3,1475.0,0.1,3982.5,716.85,Credit Card,Consumer
ORD-0233,2025-01-14,Jan-2025,Mumbai,West,Office Supplies,Printer Paper,3,425.0,0,1275.0,280.5,Debit Card,Home Office
ORD-0234,2025-08-17,Aug-2025,Hyderabad,South,Furniture,Study Table,2,7465.0,0.05,14183.5,2127.53,UPI,Consumer
ORD-0235,2025-02-07,Feb-2025,Jaipur,North,Electronics,Bluetooth Speaker,6,1486.0,0,8916.0,1604.88,Debit Card,Home Office
ORD-0236,2025-06-27,Jun-2025,Pune,West,Furniture,Office Chair,3,5312.0,0.15,13545.6,2031.84,Credit Card,Corporate
ORD-0237,2025-09-18,Sep-2025,Hyderabad,South,Electronics,Wireless Mouse,8,836.0,0,6688.0,1203.84,Cash,Consumer
ORD-0238,2025-07-04,Jul-2025,Kolkata,East,Furniture,Study Table,2,7339.0,0.05,13944.1,2091.61,Net Banking,Consumer
ORD-0239,2025-02-03,Feb-2025,Bengaluru,South,Office Supplies,Ball Pen Set,8,206.0,0.05,1565.6,344.43,Cash,Home Office
ORD-0240,2025-02-07,Feb-2025,Mumbai,West,Office Supplies,Desk Organizer,3,693.0,0.1,1871.1,411.64,Debit Card,Consumer
ORD-0241,2025-10-10,Oct-2025,Bhopal,Central,Electronics,Bluetooth Speaker,4,1410.0,0.05,5358.0,964.44,UPI,Consumer
ORD-0242,2025-09-23,Sep-2025,Mumbai,West,Office Supplies,Notebook Pack,1,242.0,0.1,217.8,47.92,Debit Card,Home Office
ORD-0243,2025-05-26,May-2025,Pune,West,Office Supplies,Notebook Pack,1,267.0,0,267.0,58.74,Debit Card,Home Office
ORD-0244,2025-10-01,Oct-2025,Pune,West,Furniture,Office Chair,3,5072.0,0.05,14455.2,2168.28,Credit Card,Home Office
ORD-0245,2025-11-16,Nov-2025,Bhopal,Central,Office Supplies,Desk Organizer,5,706.0,0.1,3177.0,698.94,UPI,Consumer
ORD-0246,2025-01-24,Jan-2025,Bhopal,Central,Office Supplies,Notebook Pack,4,260.0,0.05,988.0,217.36,UPI,Corporate
ORD-0247,2025-11-18,Nov-2025,Kolkata,East,Office Supplies,Notebook Pack,3,241.0,0,723.0,159.06,Cash,Corporate
ORD-0248,2025-08-21,Aug-2025,Pune,West,Accessories,Backpack,1,1187.0,0.05,1127.65,281.91,Credit Card,Corporate
ORD-0249,2025-11-07,Nov-2025,Mumbai,West,Office Supplies,Desk Organizer,5,679.0,0.2,2716.0,597.52,Debit Card,Corporate
ORD-0250,2025-03-08,Mar-2025,Chennai,South,Furniture,Office Chair,3,4854.0,0.05,13833.9,2075.09,Debit Card,Corporate
ORD-0251,2025-05-07,May-2025,Mumbai,West,Electronics,Wireless Mouse,1,856.0,0.15,727.6,130.97,Cash,Consumer
ORD-0252,2025-03-23,Mar-2025,Chennai,South,Accessories,Desk Lamp,3,872.0,0.1,2354.4,588.6,Cash,Home Office
ORD-0253,2025-08-28,Aug-2025,Jaipur,North,Accessories,Desk Lamp,2,830.0,0.15,1411.0,352.75,Net Banking,Corporate
ORD-0254,2025-05-04,May-2025,Hyderabad,South,Furniture,Study Table,2,6496.0,0.05,12342.4,1851.36,Cash,Corporate
ORD-0255,2025-10-02,Oct-2025,Nagpur,West,Accessories,Laptop Sleeve,1,658.0,0,658.0,164.5,Debit Card,Corporate
ORD-0256,2025-07-07,Jul-2025,Nagpur,West,Office Supplies,Ball Pen Set,1,201.0,0,201.0,44.22,Debit Card,Consumer
ORD-0257,2025-07-17,Jul-2025,Kolkata,East,Office Supplies,Printer Paper,4,385.0,0.2,1232.0,271.04,Net Banking,Consumer
ORD-0258,2025-03-07,Mar-2025,Pune,West,Office Supplies,Ball Pen Set,2,214.0,0.05,406.6,89.45,Debit Card,Consumer
ORD-0259,2025-04-12,Apr-2025,Bhopal,Central,Furniture,Office Chair,2,4631.0,0,9262.0,1389.3,Debit Card,Corporate
ORD-0260,2025-09-23,Sep-2025,Jaipur,North,Electronics,Bluetooth Speaker,3,1503.0,0,4509.0,811.62,Net Banking,Corporate
ORD-0261,2025-03-25,Mar-2025,Delhi,North,Furniture,Study Table,4,6774.0,0,27096.0,4064.4,Net Banking,Home Office
ORD-0262,2025-09-08,Sep-2025,Bhopal,Central,Office Supplies,Notebook Pack,3,230.0,0,690.0,151.8,UPI,Corporate
ORD-0263,2025-10-26,Oct-2025,Bengaluru,South,Accessories,Water Bottle,6,370.0,0.05,2109.0,527.25,Net Banking,Corporate
ORD-0264,2025-05-16,May-2025,Bhopal,Central,Furniture,Study Table,2,6497.0,0.05,12344.3,1851.64,Net Banking,Home Office
ORD-0265,2025-11-14,Nov-2025,Delhi,North,Electronics,Bluetooth Speaker,5,1437.0,0.05,6825.75,1228.63,UPI,Consumer
ORD-0266,2025-01-10,Jan-2025,Jaipur,North,Office Supplies,Desk Organizer,2,689.0,0,1378.0,303.16,Net Banking,Home Office
ORD-0267,2025-08-30,Aug-2025,Nagpur,West,Accessories,Backpack,1,1143.0,0,1143.0,285.75,Cash,Home Office
ORD-0268,2025-07-12,Jul-2025,Chennai,South,Electronics,Bluetooth Speaker,2,1507.0,0.05,2863.3,515.39,Debit Card,Home Office
ORD-0269,2025-09-05,Sep-2025,Hyderabad,South,Electronics,USB-C Cable,2,289.0,0.15,491.3,88.43,Debit Card,Corporate
ORD-0270,2025-12-27,Dec-2025,Hyderabad,South,Accessories,Backpack,4,1164.0,0,4656.0,1164.0,Debit Card,Corporate
ORD-0271,2025-03-04,Mar-2025,Bhopal,Central,Furniture,Bookshelf,3,3721.0,0.05,10604.85,1590.73,Debit Card,Consumer
ORD-0272,2025-05-29,May-2025,Nagpur,West,Office Supplies,Notebook Pack,7,232.0,0.15,1380.4,303.69,Debit Card,Home Office
ORD-0273,2025-09-03,Sep-2025,Hyderabad,South,Electronics,USB-C Cable,5,288.0,0.05,1368.0,246.24,Debit Card,Consumer
ORD-0274,2025-02-25,Feb-2025,Bhopal,Central,Accessories,Backpack,3,1150.0,0.1,3105.0,776.25,Net Banking,Consumer
ORD-0275,2025-11-23,Nov-2025,Hyderabad,South,Electronics,Laptop Stand,1,1264.0,0.05,1200.8,216.14,Credit Card,Consumer
ORD-0276,2025-10-09,Oct-2025,Mumbai,West,Office Supplies,Ball Pen Set,4,211.0,0.05,801.8,176.4,Credit Card,Corporate
ORD-0277,2025-06-14,Jun-2025,Bengaluru,South,Furniture,Bookshelf,1,3649.0,0.1,3284.1,492.61,Credit Card,Home Office
ORD-0278,2025-01-20,Jan-2025,Mumbai,West,Office Supplies,Ball Pen Set,6,189.0,0.15,963.9,212.06,Cash,Corporate
ORD-0279,2025-04-06,Apr-2025,Bengaluru,South,Accessories,Desk Lamp,1,870.0,0.05,826.5,206.62,Debit Card,Corporate
ORD-0280,2025-08-21,Aug-2025,Kolkata,East,Furniture,Office Chair,3,5350.0,0.15,13642.5,2046.38,Cash,Corporate
ORD-0281,2025-04-09,Apr-2025,Pune,West,Office Supplies,Desk Organizer,1,694.0,0,694.0,152.68,Credit Card,Consumer
ORD-0282,2025-06-22,Jun-2025,Bengaluru,South,Furniture,Study Table,4,6655.0,0.05,25289.0,3793.35,Cash,Corporate
ORD-0283,2025-09-21,Sep-2025,Chennai,South,Electronics,Wireless Mouse,2,747.0,0.2,1195.2,215.14,Cash,Corporate
ORD-0284,2025-05-08,May-2025,Nagpur,West,Office Supplies,Notebook Pack,2,247.0,0,494.0,108.68,Debit Card,Corporate
ORD-0285,2025-10-26,Oct-2025,Bhopal,Central,Electronics,Laptop Stand,2,1270.0,0,2540.0,457.2,UPI,Corporate
ORD-0286,2025-06-07,Jun-2025,Mumbai,West,Office Supplies,Ball Pen Set,4,212.0,0.15,720.8,158.58,Debit Card,Home Office
ORD-0287,2025-03-02,Mar-2025,Bengaluru,South,Office Supplies,Desk Organizer,3,668.0,0,2004.0,440.88,Credit Card,Corporate
ORD-0288,2025-11-07,Nov-2025,Chennai,South,Office Supplies,Ball Pen Set,4,212.0,0.1,763.2,167.9,Credit Card,Consumer
ORD-0289,2025-12-15,Dec-2025,Bhopal,Central,Accessories,Laptop Sleeve,5,702.0,0.05,3334.5,833.62,Debit Card,Consumer
ORD-0290,2025-10-16,Oct-2025,Pune,West,Electronics,Laptop Stand,5,1383.0,0,6915.0,1244.7,Net Banking,Consumer
ORD-0291,2025-03-26,Mar-2025,Chennai,South,Accessories,Laptop Sleeve,3,656.0,0,1968.0,492.0,Net Banking,Corporate
ORD-0292,2025-02-16,Feb-2025,Kolkata,East,Office Supplies,Printer Paper,5,396.0,0.05,1881.0,413.82,Cash,Home Office
ORD-0293,2025-01-30,Jan-2025,Kolkata,East,Office Supplies,Printer Paper,4,387.0,0,1548.0,340.56,Debit Card,Consumer
ORD-0294,2025-04-22,Apr-2025,Bhopal,Central,Electronics,Wireless Mouse,1,779.0,0,779.0,140.22,UPI,Consumer
ORD-0295,2025-08-30,Aug-2025,Nagpur,West,Office Supplies,Notebook Pack,2,260.0,0.1,468.0,102.96,Cash,Corporate
ORD-0296,2025-07-15,Jul-2025,Jaipur,North,Accessories,Laptop Sleeve,6,685.0,0,4110.0,1027.5,Net Banking,Consumer
ORD-0297,2025-12-01,Dec-2025,Chennai,South,Electronics,Wireless Mouse,1,804.0,0.05,763.8,137.48,Credit Card,Consumer
ORD-0298,2025-01-12,Jan-2025,Bengaluru,South,Office Supplies,Printer Paper,4,402.0,0.05,1527.6,336.07,Credit Card,Consumer
ORD-0299,2025-08-24,Aug-2025,Chennai,South,Electronics,Bluetooth Speaker,2,1604.0,0.1,2887.2,519.7,UPI,Consumer
ORD-0300,2025-12-05,Dec-2025,Delhi,North,Furniture,Study Table,4,7429.0,0,29716.0,4457.4,Credit Card,Consumer
